freq,psd_x,psd_y,psd_z,psd_xyz
51.3,9.410e+02,3.237e+04,1.613e+06,1.646e+06
52.8,7.987e+02,2.988e+04,1.385e+06,1.416e+06
54.4,8.267e+02,2.603e+04,1.152e+06,1.179e+06
55.9,7.751e+02,2.158e+04,9.265e+05,9.489e+05
57.5,6.359e+02,1.767e+04,7.389e+05,7.572e+05
59.0,4.730e+02,1.464e+04,5.920e+05,6.071e+05
60.6,3.543e+02,1.238e+04,4.753e+05,4.881e+05
62.2,2.741e+02,1.143e+04,3.870e+05,3.987e+05
63.7,2.672e+02,1.117e+04,3.156e+05,3.270e+05
65.3,3.420e+02,1.214e+04,2.624e+05,2.749e+05
66.8,4.146e+02,1.438e+04,2.259e+05,2.407e+05
68.4,4.161e+02,1.606e+04,1.924e+05,2.088e+05
69.9,3.711e+02,1.826e+04,1.689e+05,1.876e+05
71.5,2.951e+02,2.070e+04,1.611e+05,1.821e+05
73.0,2.184e+02,2.151e+04,1.550e+05,1.767e+05
74.6,2.157e+02,2.119e+04,1.397e+05,1.611e+05
76.1,2.645e+02,2.231e+04,1.186e+05,1.412e+05
77.7,3.531e+02,2.391e+04,9.630e+04,1.206e+05
79.2,8.382e+02,2.475e+04,7.706e+04,1.026e+05
80.8,2.551e+03,2.603e+04,6.415e+04,9.273e+04
82.3,6.723e+03,3.202e+04,6.786e+04,1.066e+05
83.9,1.175e+04,3.762e+04,7.558e+04,1.249e+05
85.5,1.303e+04,3.824e+04,7.485e+04,1.261e+05
87.0,1.158e+04,4.066e+04,7.658e+04,1.288e+05
88.6,9.325e+03,4.811e+04,8.406e+04,1.415e+05
90.1,9.047e+03,5.885e+04,9.286e+04,1.608e+05
91.7,1.961e+04,6.832e+04,9.545e+04,1.834e+05
93.2,3.661e+04,8.518e+04,1.031e+05,2.248e+05
94.8,4.504e+04,1.111e+05,1.178e+05,2.739e+05
96.3,4.336e+04,1.400e+05,1.325e+05,3.158e+05
97.9,3.953e+04,1.775e+05,1.520e+05,3.690e+05
99.4,3.937e+04,2.297e+05,1.786e+05,4.477e+05
101.0,3.978e+04,2.846e+05,1.999e+05,5.243e+05
102.5,3.746e+04,3.434e+05,2.148e+05,5.957e+05
104.1,3.131e+04,4.218e+05,2.304e+05,6.835e+05
105.7,2.758e+04,5.120e+05,2.411e+05,7.807e+05
107.2,2.603e+04,6.155e+05,2.433e+05,8.849e+05
108.8,2.537e+04,7.357e+05,2.392e+05,1.000e+06
110.3,2.438e+04,8.135e+05,2.189e+05,1.057e+06
111.9,2.253e+04,7.931e+05,1.793e+05,9.949e+05
113.4,2.034e+04,6.895e+05,1.334e+05,8.432e+05
115.0,1.852e+04,5.663e+05,9.498e+04,6.798e+05
116.5,1.696e+04,4.761e+05,6.838e+04,5.614e+05
118.1,1.591e+04,4.157e+05,4.998e+04,4.816e+05
119.6,1.682e+04,3.687e+05,3.744e+04,4.229e+05
121.2,1.965e+04,3.148e+05,2.826e+04,3.627e+05
122.7,2.375e+04,2.604e+05,2.228e+04,3.064e+05
124.3,2.788e+04,2.112e+05,1.869e+04,2.578e+05
125.9,3.362e+04,1.692e+05,1.782e+04,2.207e+05
127.4,3.964e+04,1.437e+05,1.990e+04,2.032e+05
129.0,4.210e+04,1.330e+05,2.315e+04,1.982e+05
130.5,4.026e+04,1.237e+05,2.475e+04,1.888e+05
132.1,3.209e+04,9.432e+04,2.105e+04,1.475e+05
133.6,1.194e+04,2.471e+04,6.068e+03,4.272e+04
135.2,4.315e+03,1.910e+03,5.864e+02,6.811e+03
136.7,3.543e+03,1.122e+03,3.134e+02,4.978e+03
138.3,3.180e+03,7.510e+02,2.277e+02,4.158e+03
139.8,3.070e+03,4.604e+02,2.052e+02,3.736e+03
141.4,2.909e+03,3.958e+02,1.717e+02,3.476e+03
142.9,2.839e+03,4.106e+02,1.399e+02,3.390e+03
144.5,2.306e+03,3.642e+02,1.154e+02,2.785e+03
146.1,1.525e+03,2.944e+02,1.083e+02,1.928e+03
147.6,1.641e+03,2.670e+02,1.475e+02,2.056e+03
149.2,1.837e+03,2.907e+02,2.116e+02,2.339e+03
150.7,1.886e+03,3.329e+02,2.562e+02,2.475e+03
152.3,2.440e+03,3.830e+02,3.199e+02,3.143e+03
153.8,3.209e+03,4.089e+02,3.910e+02,4.009e+03
155.4,3.980e+03,4.403e+02,4.743e+02,4.895e+03
156.9,4.370e+03,5.162e+02,5.479e+02,5.434e+03
158.5,3.663e+03,6.615e+02,5.119e+02,4.836e+03
160.0,2.720e+03,9.342e+02,4.569e+02,4.111e+03
161.6,3.988e+03,1.439e+03,7.423e+02,6.169e+03
163.1,8.808e+03,2.227e+03,1.601e+03,1.264e+04
164.7,1.025e+04,2.104e+03,1.674e+03,1.403e+04
166.3,5.608e+03,1.021e+03,7.527e+02,7.382e+03
167.8,3.459e+03,8.165e+02,5.557e+02,4.832e+03
169.4,3.499e+03,8.289e+02,6.366e+02,4.964e+03
170.9,3.238e+03,7.556e+02,7.252e+02,4.719e+03
172.5,3.030e+03,6.772e+02,8.104e+02,4.518e+03
174.0,3.012e+03,6.048e+02,8.747e+02,4.491e+03
175.6,2.940e+03,5.318e+02,8.982e+02,4.371e+03
177.1,2.732e+03,4.590e+02,9.111e+02,4.102e+03
178.7,2.437e+03,3.702e+02,9.130e+02,3.721e+03
180.2,2.088e+03,2.572e+02,1.036e+03,3.381e+03
181.8,1.896e+03,1.905e+02,1.141e+03,3.227e+03
183.3,1.791e+03,1.601e+02,1.217e+03,3.168e+03
184.9,1.849e+03,1.670e+02,1.285e+03,3.301e+03
186.5,1.898e+03,2.324e+02,1.296e+03,3.426e+03
188.0,1.956e+03,3.579e+02,1.294e+03,3.608e+03
189.6,2.031e+03,5.214e+02,1.234e+03,3.787e+03
191.1,1.967e+03,5.869e+02,1.005e+03,3.558e+03
192.7,2.101e+03,6.582e+02,8.727e+02,3.632e+03
194.2,2.007e+03,6.759e+02,7.059e+02,3.389e+03
195.8,1.743e+03,6.064e+02,5.184e+02,2.868e+03
197.3,1.596e+03,5.099e+02,3.935e+02,2.499e+03
198.9,1.334e+03,3.623e+02,2.706e+02,1.967e+03
