freq,psd_x,psd_y,psd_z,psd_xyz
176.4,2.484e+03,2.074e+03,3.512e+03,8.070e+03
177.9,2.461e+03,2.234e+03,3.475e+03,8.170e+03
179.4,2.521e+03,2.710e+03,3.554e+03,8.785e+03
181.0,2.498e+03,3.180e+03,3.708e+03,9.386e+03
182.5,2.102e+03,3.170e+03,3.485e+03,8.756e+03
184.0,1.641e+03,2.997e+03,3.377e+03,8.015e+03
185.5,1.222e+03,2.720e+03,3.560e+03,7.503e+03
187.0,8.748e+02,2.335e+03,3.850e+03,7.060e+03
188.6,5.949e+02,1.923e+03,4.363e+03,6.881e+03
190.1,4.211e+02,1.512e+03,4.866e+03,6.800e+03
191.6,4.915e+02,1.244e+03,5.080e+03,6.815e+03
193.1,7.788e+02,1.014e+03,5.377e+03,7.170e+03
194.6,1.036e+03,7.954e+02,5.224e+03,7.055e+03
196.2,1.427e+03,8.250e+02,5.398e+03,7.650e+03
197.7,1.744e+03,9.912e+02,5.597e+03,8.331e+03
199.2,1.608e+03,9.191e+02,4.728e+03,7.255e+03
