freq,psd_x,psd_y,psd_z,psd_xyz
77.6,1.345e+03,9.909e+04,1.978e+05,2.982e+05
79.2,2.170e+03,9.161e+04,1.670e+05,2.607e+05
80.7,2.246e+03,6.931e+04,1.313e+05,2.029e+05
82.3,2.976e+03,6.128e+04,1.121e+05,1.763e+05
83.8,3.057e+03,6.787e+04,1.034e+05,1.743e+05
85.4,1.983e+03,8.124e+04,9.902e+04,1.822e+05
86.9,1.003e+03,9.487e+04,9.799e+04,1.939e+05
88.5,8.040e+02,1.041e+05,9.640e+04,2.013e+05
90.0,1.330e+03,1.158e+05,9.817e+04,2.153e+05
91.6,2.277e+03,1.306e+05,1.039e+05,2.368e+05
93.2,2.659e+03,1.497e+05,1.126e+05,2.650e+05
94.7,1.847e+03,1.810e+05,1.257e+05,3.085e+05
96.3,1.547e+03,2.268e+05,1.416e+05,3.700e+05
97.8,2.726e+03,2.919e+05,1.608e+05,4.554e+05
99.4,4.086e+03,3.783e+05,1.826e+05,5.650e+05
100.9,5.372e+03,4.760e+05,2.039e+05,6.853e+05
102.5,6.466e+03,5.846e+05,2.217e+05,8.127e+05
104.0,6.369e+03,7.050e+05,2.342e+05,9.456e+05
105.6,5.890e+03,7.411e+05,2.224e+05,9.694e+05
107.1,4.431e+03,6.676e+05,1.942e+05,8.663e+05
108.7,2.939e+03,6.362e+05,1.821e+05,8.212e+05
110.2,1.953e+03,6.984e+05,1.874e+05,8.878e+05
111.8,1.488e+03,8.420e+05,1.999e+05,1.043e+06
113.3,1.504e+03,1.006e+06,2.092e+05,1.217e+06
114.9,1.884e+03,1.045e+06,1.914e+05,1.238e+06
116.4,2.401e+03,9.667e+05,1.569e+05,1.126e+06
118.0,3.517e+03,8.615e+05,1.246e+05,9.896e+05
119.5,5.966e+03,7.188e+05,9.184e+04,8.166e+05
121.1,8.288e+03,5.467e+05,6.113e+04,6.161e+05
122.7,8.494e+03,4.256e+05,4.145e+04,4.756e+05
124.2,8.749e+03,3.687e+05,3.133e+04,4.088e+05
125.8,8.837e+03,3.309e+05,2.440e+04,3.642e+05
127.3,6.367e+03,2.985e+05,1.921e+04,3.241e+05
128.9,6.707e+03,2.567e+05,1.497e+04,2.784e+05
130.4,9.719e+03,2.177e+05,1.187e+04,2.393e+05
132.0,1.086e+04,1.691e+05,8.972e+03,1.890e+05
133.5,9.159e+03,5.444e+04,3.649e+03,6.725e+04
135.1,1.067e+04,6.382e+03,1.713e+03,1.876e+04
136.6,1.661e+04,5.797e+03,2.217e+03,2.463e+04
138.2,2.491e+04,6.670e+03,3.225e+03,3.481e+04
139.7,3.369e+04,6.494e+03,4.388e+03,4.458e+04
141.3,3.662e+04,5.425e+03,4.709e+03,4.676e+04
142.8,3.470e+04,4.653e+03,4.768e+03,4.413e+04
144.4,3.029e+04,4.271e+03,4.778e+03,3.934e+04
145.9,2.237e+04,4.175e+03,4.557e+03,3.111e+04
147.5,1.779e+04,4.427e+03,4.638e+03,2.685e+04
149.0,1.675e+04,4.534e+03,4.957e+03,2.624e+04
150.6,1.550e+04,4.083e+03,4.687e+03,2.427e+04
152.1,1.115e+04,3.107e+03,3.885e+03,1.814e+04
153.7,6.909e+03,2.242e+03,3.308e+03,1.246e+04
155.3,4.444e+03,1.983e+03,2.923e+03,9.350e+03
156.8,3.476e+03,2.214e+03,2.701e+03,8.392e+03
158.4,3.610e+03,2.655e+03,2.551e+03,8.815e+03
159.9,3.720e+03,2.958e+03,2.475e+03,9.153e+03
161.5,2.769e+03,3.066e+03,2.227e+03,8.062e+03
163.0,2.470e+03,3.085e+03,2.034e+03,7.589e+03
164.6,2.175e+03,2.998e+03,1.663e+03,6.836e+03
166.1,1.726e+03,2.628e+03,1.196e+03,5.550e+03
167.7,1.341e+03,2.119e+03,8.286e+02,4.288e+03
169.2,1.101e+03,1.903e+03,6.207e+02,3.625e+03
170.8,1.016e+03,1.994e+03,4.948e+02,3.505e+03
172.3,9.289e+02,2.133e+03,3.922e+02,3.454e+03
173.9,7.299e+02,2.119e+03,2.793e+02,3.128e+03
175.4,5.037e+02,2.001e+03,1.988e+02,2.703e+03
177.0,3.347e+02,1.817e+03,1.440e+02,2.296e+03
178.5,2.285e+02,1.632e+03,1.129e+02,1.973e+03
180.1,2.514e+02,1.259e+03,1.299e+02,1.641e+03
181.6,3.100e+02,8.830e+02,1.895e+02,1.383e+03
183.2,2.215e+02,7.542e+02,2.398e+02,1.216e+03
184.8,1.964e+02,6.806e+02,3.515e+02,1.228e+03
186.3,2.883e+02,6.644e+02,5.530e+02,1.506e+03
187.9,4.290e+02,7.840e+02,7.131e+02,1.926e+03
189.4,6.946e+02,1.009e+03,9.170e+02,2.621e+03
191.0,1.387e+03,1.291e+03,1.271e+03,3.948e+03
192.5,2.607e+03,2.031e+03,1.885e+03,6.523e+03
194.1,3.810e+03,2.848e+03,2.329e+03,8.986e+03
195.6,4.657e+03,3.502e+03,2.527e+03,1.069e+04
197.2,5.198e+03,3.911e+03,2.424e+03,1.153e+04
198.7,5.394e+03,3.833e+03,2.065e+03,1.129e+04
